日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元)
2023-09-14,多,,150,60,120,16706,停利,120.0,1170
2023-09-15,空,,149,60,119,16837,停損,-60.0,-630
2023-09-18,多,,151,60,121,16761,移動停利,15.0,120
2023-09-19,多,,150,60,120,16722,停損,-60.0,-630
2023-09-20,空,是,149,60,119,16584,停損,-60.0,-630
2023-09-21,空,,158,63,127,16420,停利,127.0,1240
2023-09-22,多,,158,63,126,16256,移動停利,79.0,760
2023-09-25,多,,163,65,131,16382,移動停利,89.0,860
2023-09-26,多,,170,68,136,16402,停損,-68.0,-710
2023-09-27,多,,166,67,133,16275,移動停利,39.0,360
2023-09-28,多,,168,67,135,16400,移動停利,15.0,120
2023-10-02,多,,171,68,136,16536,移動停利,54.0,510
2023-10-03,多,,168,67,135,16508,移動停利,25.0,220
2023-10-04,空,,178,71,142,16251,移動停利,67.0,640
2023-10-05,多,,176,70,141,16320,停利,141.0,1380
2023-10-06,多,,175,70,140,16533,尾盤出場,-2.0,-50
2023-10-11,空,,181,73,145,16766,移動停利,84.0,810
2023-10-12,空,,182,73,145,16765,移動停利,20.0,170
2023-10-13,多,,182,73,145,16760,移動停利,27.0,240
2023-10-16,多,,175,70,140,16674,停損,-70.0,-730
2023-10-17,空,,174,70,139,16751,尾盤出場,101.0,980
2023-10-18,空,是,180,72,144,16596,停利,144.0,1410
2023-10-19,多,,176,70,141,16404,移動停利,61.0,580
2023-10-20,空,,183,73,147,16344,移動停利,69.0,660
2023-10-23,空,,185,74,148,16334,移動停利,61.0,580
2023-10-24,多,,182,73,145,16280,停損,-73.0,-760
2023-10-25,多,,181,73,145,16388,移動停利,72.0,690
2023-10-26,空,,186,75,149,16082,停損,-75.0,-780
2023-10-27,多,,180,72,144,16179,移動停利,18.0,150
2023-10-30,多,,182,73,146,16192,移動停利,26.0,230
2023-10-31,多,,177,71,141,16187,停損,-71.0,-740
2023-11-01,空,,177,71,141,16093,移動停利,95.0,920
2023-11-02,多,,193,77,155,16290,尾盤出場,100.0,970
2023-11-03,空,,192,77,154,16444,停損,-77.0,-800
2023-11-06,空,,198,79,159,16644,停損,-79.0,-820
2023-11-07,多,,188,75,151,16636,移動停利,42.0,390
2023-11-08,空,,187,75,150,16713,停損,-75.0,-780
2023-11-09,多,,179,72,143,16728,移動停利,40.0,370
2023-11-10,多,,177,71,142,16668,移動停利,10.0,70
2023-11-13,空,,181,72,145,16955,移動停利,99.0,960
2023-11-14,空,,178,71,142,16937,尾盤出場,-12.0,-150
2023-11-15,空,是,172,69,138,17161,移動停利,86.0,830
2023-11-16,多,,169,68,135,17216,停損,-68.0,-710
2023-11-17,多,,168,67,134,17185,移動停利,47.0,440
2023-11-20,空,,161,64,129,17215,移動停利,39.0,360
2023-11-21,多,,167,67,134,17327,尾盤出場,88.0,850
2023-11-22,多,,153,61,123,17302,移動停利,12.0,90
2023-11-23,多,,151,60,120,17295,停損,-60.0,-630
2023-11-24,空,,140,56,112,17326,移動停利,35.0,320
2023-11-27,多,,148,59,118,17304,移動停利,37.0,340
2023-11-28,空,,156,63,125,17208,停損,-63.0,-660
2023-11-29,多,,159,64,127,17382,移動停利,48.0,450
2023-11-30,空,,159,63,127,17383,移動停利,72.0,690
2023-12-01,多,,154,61,123,17348,尾盤出場,73.0,700
2023-12-04,多,,155,62,124,17487,停損,-62.0,-650
2023-12-05,空,,151,60,121,17280,移動停利,26.0,230
2023-12-06,空,,153,61,123,17354,停損,-61.0,-640
2023-12-07,多,,155,62,124,17335,移動停利,16.0,130
2023-12-08,多,,159,64,127,17438,移動停利,12.0,90
2023-12-11,空,,151,60,121,17416,移動停利,46.0,430
2023-12-12,空,,149,59,119,17513,尾盤出場,49.0,460
2023-12-13,空,,148,59,118,17474,移動停利,28.0,250
2023-12-14,空,,158,63,127,17602,停損,-63.0,-660
2023-12-15,空,,151,60,121,17745,尾盤出場,71.0,680
2023-12-18,空,,141,56,113,17614,移動停利,11.0,80
2023-12-19,空,,142,57,114,17587,移動停利,62.0,590
2023-12-20,空,是,139,56,111,17600,尾盤出場,-36.0,-390
2023-12-21,多,,142,57,113,17450,尾盤出場,79.0,760
2023-12-22,空,,138,55,111,17553,尾盤出場,-5.0,-80
2023-12-25,空,,133,53,106,17612,尾盤出場,-10.0,-130
2023-12-26,多,,131,52,105,17655,尾盤出場,80.0,770
2023-12-27,多,,132,53,106,17758,停利,106.0,1030
2023-12-28,多,,123,49,98,17870,停損,-49.0,-520
2023-12-29,空,,120,48,96,17843,停損,-48.0,-510
